nome,votos
NILCE SEGALLA,15354
PABLO CIVITELLA,6754
RICARDO CAMEIRÃO,3086
RICARDO JOSE DE OLIVEIRA,40678
ROBSON TUMA,114181
SEBASTIÃO FABIANO FERREIRA DA CRUZ,2549
SERGIO DE OLIVEIRA MURBACK,1303
SILNEY MARCOS BERALDO,5038
SINVAL ROBERTO DORIGON,19819
SUELY CARNEIRO LOPES,1073
TEREZA CARDOSO NEVES,3580
VANDERLEI MARTINS TRISTÃO,15045
VANDERLEIA APARECIDA CORREA,5177
VANTUIL VIEIRA GUALBERTO,7163
WALDOMIRO CARLOS RAMOS,34798
WALTER CAVEANHA,22578
ANA PAULA MACHADO DE CASTRO,828
ANTONIO CARLOS NUNES DE MATTOS,3595
ANTONIO CICERO DA SILVA,1659
ANTONIO DEL VAGE JUNIOR,2183
ANTONIO RODRIGUES SANDOVAL,1771
BENEDITO BUCK,4621
CARALAMBOS CONSTANTINO SOTIROPOULOS,11652
CARLOS EDUARDO DA SILVA FARIA,2462
CARLOS EDUARDO VILELA,29941
CICERO RICARDO LEITE,7431
CLAUDINEI ALVES DOS SANTOS,60141
CLEBER DE MOURA DELALIBERA,10115
CLEOTILDES CLETO MACHADO,2425
DANILO JOSE DE TOLEDO,3295
FRANCISCO DA COSTA NETO,3865
GILSON LOPES DA SILVA,29625
GISON ALVES SOARES,2964
HILDA MARIA DE JESUS,1147
JOSE ANTONIO OLIVEIRA DOS SANTOS,6142
JOSE CICERO FERNANDES DA SILVA,1943
JOSE DE ARIMATHEA BARCELLOS,12417
JOSE MAURO PEREIRA DE BARROS,11444
JOÃO GOMES DE ALMEIDA,8552
JOÃO LOCO BATISTA DE SIQUEIRA,2692
KAMEL MURCHED,2371
LEONARDO JOSE OLIVEIRA LOURENÇO,24496
LEONARDO LEANDRO FRANÇA DE OLIVEIRA,1766
LUIS CARLOS DE QUEIROZ,2638
LUIZ CARLOS LEMOS,34054
MANOEL FERREIRA DE SOUZA GASPAR,70323
MARCELO THEODORO DE AGUIAR,91171
MARCO ANTONIO FELICIANO,35042
MARCOS DE ALMEIDA CUNHA,28601
MARIA NAZARE DOS SANTOS SORRILLO,10277
MOACYR RODRIGUES FERNANDES,4733
OMAR ADOLFO CHOUMAN,6599
ORLANDO BENEDITO DE LIMA,10765
PRICILA HELENA MOYSES LEME,1202
REGIS FERNANDES DE OLIVEIRA,141922
RENE ROSA,5475
ROBINSON LUIZ DAMAS,3120
ROSEMAR LUIZ DA ROSA LOPES,2924
SAMUEL DOS SANTOS,2128
SANDOVAL DE CASTRO DOURADO,14796
SILVIA ELIANA PALMA,6898
SIMONE DE FREITAS GOMES,3719
SUZANA ELIZABETH FERNANDES GOMES,4700
TEO CHINAIA,3540
WAGNER MONTEIRO FIOROTTO,1304
UNALDO FLORES SANTOS,19403
WILSON DE SOUZA COELHO,3548
FERNANDO CHIARELLI,29353
RUTH MARTINS DE ARANTES,229
ISAIAS ALVES DA SILVA,579
ROSEANE SEPRENYI,282
JOSÉ PAULO DE MENDONÇA LEMOS,1057
AURELIO BERNARDOCHI,2059
JOÃO EDUARDO CANOVA SERVINIO,560
MARTA MENEZES BONADIAS,909
MARIA REGINA NUNES,674
MARIA ALDENORA DE MOURA LUZ,497
MILTON DA SILVA ÂNGELO,681
ALFREDO ANTONIO DA SILVA NETO,616
PAULO ROBERTO GUILHAMATE,953
ROBERTO WAGNER ZUZA,574
ROBERTO OLIVEIRA CARDOZO,239
SIRLEIVA FRANÇA DE OLIVEIRA,2974
TEREZA SILVA BATISTA,285
SERGIO AUGUSTO SILVA MURAD,370
MARIA CILENE VIEIRA DE ALMEIDA,796
CRISTIANO MARTINS DA SILVA,1701
EDUARDO LORENZINI,1196
EDSON MARCOS DE CARVALHO,935
GERSON PAULO,860
GEAN PAULO LEITE,647
HELENA MARIA MARTINS ALONSO,1267
LUIS CARLOS DA FONSECA,2921
LUCILENE DE MORAES TASSOLO,1315
LUIZ GOMES NETO,745
JOÃO GUILHERME RODRIGUES,670
LEANDRO APARECIDO DA SILVA SANTOS,1095
MARCELO FRANCISCO DA SILVA,2409
JAIR AVELINO DOS SANTOS,515
EDSON GENARO MACIEL,583
JOÃO HENRIQUE GONÇALVES MARCICANO POPPI,10452
WALTER CASTRO DE MELLO,1629
REGINALDO APARECIDO PERUSSI,1307
DIRCEU CARDOSO GONÇALVES,1189
JOÃO CARLOS DE SOUZA,985
TONY JUPSSON SANTOS,1935
LEONARDO LOPES IZIDORO DE OLIVEIRA,892
SERGIO ANTONIO VERNAGLIA,849
ARCELINO ARAUJO RIBEIRO,2204
ANTONIO BINDI,297
JOSÉ DINARTE MACEDO BARBOSA,4919
ALVARO JOSÉ MAZIEIRO,1461
LUCIA HELENA PIRES SOARES,1415
SATURNINO DE SALES SANTOS,1140
WALTER HERMAN DE ARAÚJO,1276
HERBERTH AUGUSTO DE SOUZA,4227
JOSE FRANCISCO DOS SANTOS OLIVEIRA,1131
FRANCISCO MONTEIRO DE FARIAS,1220
BRAULIO COSTA NETO,7989
ITAMAR MARQUES AMARAL JUNIOR,7090
IVANEIDE RAMOS,1034
JOAO BATISTA DE FARIAS FONTES JUNIOR,2749
JOSE GOMES DE ANDRADE FILHO,1818
JOSE ROBERTO FEITOZA,1665
MIGUEL FRANCISCO DOS SANTOS,2126
RICARDO SCANDIAN DE MELO,8979
ADVAL DA SILVA LIMA,12518
ALEXANDRE DA SILVA PRADO,10723
ANDRE LUIS DANTAS FERREIRA,157935
ANTONIO CARLOS VALADARES FILHO,114614
FABIO DE ALMEIDA REIS,85963
JOAO BOSCO DA COSTA,63287
JOSE HELENO DA SILVA,68189
JOSE IRAN BARBOSA FILHO,120283
JOSE RODRIGUES DE FARIAS,6878
JOSÉ ALMEIDA LIMA,97914
JOSÉ SOARES PINTO,5269
LAERCIO JOSE DE OLIVEIRA,127228
MARCIO COSTA MACEDO,197803
PEDRO FIRMINO DE ANDRADE,10202
ROGERIO CARVALHO SANTOS,272542
ANA RITA DE SANTANA BARROS,10318
ARNALDO SEVERINO CHAGAS JUNIOR,5972
CARLOS HAGENBECK,10056
CLAUDIO FERREIRA CARDOSO,5305
DJENAL GONÇALVES SOARES,6073
GILMAR DOS SANTOS OLIVEIRA,5668
ISADORA WALESKA OLIVEIRA SANTOS,3708
JASON FRANCA DE AGUIAR,10780
JOSEFA MARLENE DE ALMEIDA MELO,4479
JOSÉ ALVES BARBOSA,4935
JOSÉ DE ARAÚJO MENDONÇA SOBRINHO,158569
LUIZ BOSCO DE SÁ,3117
MARIA AUXILIADORA REIS,3153
OSMAILDA RODRIGUES FARIAS SOUZA,5941
RAIMUNDO GUIMARAES PRIMO,6617
RICARDO HAGENBECK SOBRAL,14332
ROBÉRIO DA SILVA,7542
JOSÉ AMERICO LIMA,26333
CESAR HANNA HALUM,46344
DARCI MARTINS COELHO,22362
DIVINO DONIZETI BORGES NOGUEIRA,41899
JOSELI ÂNGELO AGNOLIN,93475
JOSÉ CIRINO DE FREITAS,5709
JOSÉ MESSIAS DE SOUZA,29708
LAUREZ DA ROCHA MOREIRA,30670
LEOMAR DE MELO QUINTANILHA,47522
LUIS CHAVES DO VALE,13136
LÁZARO BOTELHO MARTINS,55664
MARIA HELENA BRITO MIRANDA,14421
MOISÉS NOGUEIRA AVELINO,28211
OSVALDO DE SOUZA REIS,78706
RAIMUNDO COIMBRA JÚNIOR,183117
ROSA MARIA ARAÚJO DE VASCONCELOS,4428
SANSÃO PEREIRA DA SILVA,4721
ZULEICA SILVA NEGRI,654
ADALBERTO LEITE BARBOSA,4572
ALEXANDRE SANTIAGO FILHO,645
ANTONIO JORGE GODINHO,6586
CARLOS EDUARDO TORRES GOMES,118825
CONSUELO APARECIDA JULIAO,631
GOIACIARA TAVARES CRUZ,8069
IRAJA SILVESTRE FILHO,63225
JOSEFA ALMEIDA DE SOUSA CUNHA,1979
JOSÉ MAURICIO RABELO,11435
JUAREZ TÁVORA GONÇALVES,5450
MARIA AUXILIADORA SEABRA REZENDE,37050
MARIA DE FATIMA SOARES DE ARAUJO,2405
NILMAR GAVINO RUIZ,44482
NUBIO GERMANO DA SILVA,2434
OTONIEL ANDRADE COSTA,24619
RAIMUNDO MENDES DA SILVA,888
ROBERTO PEREIRA URBANO,797
RONALDO DIMAS NOGUEIRA PEREIRA,92048
SÉRGIO PERIN,664
ÍTALO MARCEL COSTA CONCEIÇÃO,702
LEONAM XAVIER GOMES,3202
